#,시군구명,소재지,면적,용도지역1,이용상황,주위환경,지세명,공시지가,X,Y
246,종로구, 신문로1가 58-15,360.3,일반상업지역,업무용,노선 상가지대,평지,15000000,126.972405,37.570743
247,종로구, 신문로1가 58-18,469.4,제3종일반주거지역,상업용,후면 상가지대,평지,10500000,126.972135,37.570588
248,종로구, 신문로1가 115,3913.8,일반상업지역,업무용,도심 업무지대,평지,29000000,126.973099,37.569659
249,종로구, 신문로1가 163,3999.1,일반상업지역,업무용,일반 상가지대,평지,40000000,126.974897,37.569747
251,종로구, 신문로2가 1-38,780.5,제2종일반주거지역,업무용,주택 및 상가혼용지대,평지,6200000,126.969822,37.572487
252,종로구, 신문로2가 1-49,159,제1종일반주거지역,단독주택,기존 주택지대,급경사지,3000000,126.965679,37.572505
253,종로구, 신문로2가 1-58,191.7,제1종일반주거지역,단독주택,기존 주택지대,급경사지,2850000,126.965561,37.572035
254,종로구, 신문로2가 1-103,894.3,제2종일반주거지역,업무용,주택 및 상가혼용지대,평지,6100000,126.970249,37.572725
255,종로구, 신문로2가 1-110,484.6,제2종일반주거지역,상업기타,주택 및 상가혼용지대,평지,6500000,126.970861,37.571829
256,종로구, 신문로2가 1-116,421.5,제2종일반주거지역,주상용,주택 및 상가혼용지대,평지,5600000,126.970522,37.571781
257,종로구, 신문로2가 1-125,446.9,제1종일반주거지역,단독주택,고급 주택지대,평지,5350000,126.971133,37.571039
258,종로구, 신문로2가 1-128,783.1,제3종일반주거지역,업무용,후면 상가지대,평지,7200000,126.971873,37.571568
259,종로구, 신문로2가 1-136,304.5,제2종일반주거지역,주상기타,고급 주택지대,평지,5600000,126.968737,37.573198
260,종로구, 신문로2가 1-174,268.7,제1종일반주거지역,단독주택,고급 주택지대,완경사지,4000000,126.96811,37.57267
261,종로구, 신문로2가 1-228,130.6,제2종일반주거지역,단독주택,고급 주택지대,완경사지,3700000,126.968502,37.572998
262,종로구, 신문로2가 1-274,111.4,제1종일반주거지역,단독주택,고급 주택지대,평지,4900000,126.970047,37.571813
263,종로구, 신문로2가 1-297,166.3,제1종일반주거지역,단독주택,기존 주택지대,급경사지,2750000,126.966116,37.571995
264,종로구, 신문로2가 1-322,120.3,제1종일반주거지역,단독주택,기존 주택지대,완경사지,2700000,126.967611,37.572738
265,종로구, 신문로2가 2-64,6462.8,제2종일반주거지역,상업기타,후면 상가지대,완경사지,6700000,126.966696,37.570144
266,종로구, 신문로2가 4,117.4,제1종일반주거지역,상업기타,노선 상가지대,평지,9300000,126.968264,37.568914
267,종로구, 신문로2가 92,4466.7,일반상업지역,업무용,도심 상가지대,평지,24500000,126.971403,37.569491
268,종로구, 신문로2가 110,95.9,준주거지역,주상용,후면 상가지대,평지,11500000,126.972102,37.568876
269,종로구, 청진동 2-2,76.4,일반상업지역,상업용,일반 상가지대,평지,22000000,126.980409,37.5723
270,종로구, 청진동 9,388.8,일반상업지역,상업나지,노선 상가지대,평지,20500000,126.981013,37.572043
271,종로구, 청진동 13,185.1,일반상업지역,상업용,노선 상가지대,평지,20000000,126.980561,37.571958
272,종로구, 청진동 31-1,92.6,일반상업지역,상업용,후면 상가지대,평지,11700000,126.981275,37.571902
273,종로구, 청진동 128,2208.7,일반상업지역,업무용,도심 업무지대,평지,40000000,126.980546,37.570616
274,종로구, 청진동 142-1,59.5,일반상업지역,상업용,후면 상가지대,평지,13000000,126.980263,37.571397
275,종로구, 청진동 146,5609.1,일반상업지역,상업용,중심 상가지대,평지,44000000,126.979806,37.570871
276,종로구, 청진동 182-4,105.6,일반상업지역,업무용,노선 상가지대,평지,21000000,126.979467,37.571643
277,종로구, 청진동 204-1,147.3,일반상업지역,상업용,노선 상가지대,평지,22000000,126.979404,37.572165
278,종로구, 청진동 244,3637.8,일반상업지역,업무용,도심 업무지대,평지,24000000,126.978874,37.571998
279,종로구, 청진동 246,6330.1,일반상업지역,업무용,노선 상가지대,평지,42000000,126.978899,37.570998
281,종로구, 서린동 33,6564.7,일반상업지역,업무용,도심 업무지대,평지,48500000,126.982143,37.569656
282,종로구, 서린동 111-1,909.8,일반상업지역,업무용,도심 업무지대,평지,42000000,126.979684,37.569887
283,종로구, 서린동 128-1,109.1,일반상업지역,상업용,번화한 상가지대,평지,30500000,126.979472,37.569669
284,종로구, 서린동 149,1160.3,일반상업지역,업무용,도심 업무지대,평지,41000000,126.97884,37.569502
285,종로구, 수송동 9-2,308.1,일반상업지역,상업나지,노선 상가지대,평지,13000000,126.982146,37.575288
286,종로구, 수송동 17,119,일반상업지역,상업나지,후면 상가지대,평지,7700000,126.981988,37.575232
287,종로구, 수송동 35,82.6,일반상업지역,상업기타,후면 상가지대,평지,5700000,126.981684,37.575122
288,종로구, 수송동 38-1,287.6,일반상업지역,상업기타,주택 및 상가혼용지대,평지,8000000,126.981891,37.574862
289,종로구, 수송동 46-19,441,일반상업지역,업무용,후면 상가지대,평지,12500000,126.981246,37.573244
290,종로구, 수송동 46-21,363,일반상업지역,상업용,후면 상가지대,평지,9800000,126.981997,37.572944
291,종로구, 수송동 46-46,296.9,일반상업지역,상업기타,일반 상가지대,평지,8500000,126.982264,37.573298
292,종로구, 수송동 71-2,170.9,일반상업지역,상업용,후면 상가지대,평지,13000000,126.98072,37.572762
293,종로구, 수송동 80,7415.9,일반상업지역,업무용,도심 업무지대,평지,15700000,126.980451,37.573417
294,종로구, 수송동 85-7,5188.5,일반상업지역,업무용,후면 상가지대,평지,13200000,126.980967,37.574602
295,종로구, 수송동 130,79.3,일반상업지역,상업용,노선 상가지대,평지,14000000,126.979059,37.57418
296,종로구, 중학동 14,4430.1,일반상업지역,업무용,노선 상가지대,평지,17200000,126.979732,37.575456
297,종로구, 중학동 19,6720.1,일반상업지역,업무용,도심 업무지대,평지,15700000,126.97921,37.574722
298,종로구, 중학동 40,674.4,일반상업지역,상업용,노선 상가지대,평지,13000000,126.979295,37.575137
299,종로구, 종로1가 1,1463.6,일반상업지역,업무용,고밀도 상가지대,평지,46200000,126.977847,37.570962
300,종로구, 공평동 5-1,2291,일반상업지역,업무용,도심 업무지대,평지,22000000,126.983585,37.571885
301,종로구, 공평동 120-2,54.5,일반상업지역,상업용,번화한 상가지대,평지,18500000,126.98284,37.571699
302,종로구, 공평동 125-1,256.5,일반상업지역,상업용,노선 상가지대,평지,15500000,126.982555,37.571877
303,종로구, 공평동 132,106.1,일반상업지역,상업용,후면 상가지대,평지,7800000,126.982625,37.571715
304,종로구, 공평동 144,1750.4,일반상업지역,업무용,도심 상가지대,평지,18500000,126.982216,37.571838
305,종로구, 관훈동 14,211.6,일반상업지역,상업용,후면 상가지대,평지,8000000,126.986049,37.573781
306,종로구, 관훈동 29-8,73.1,일반상업지역,상업용,후면 상가지대,평지,8300000,126.986023,37.574033
307,종로구, 관훈동 29-23,313.3,일반상업지역,상업용,후면 상가지대,평지,11500000,126.985605,37.574002
308,종로구, 관훈동 55-1,203.4,일반상업지역,상업용,후면 상가지대,평지,9300000,126.985044,37.57443
309,종로구, 관훈동 73-1,69.9,일반상업지역,상업용,노선 상가지대,평지,21500000,126.984329,37.574595
310,종로구, 관훈동 84-2,261.2,일반상업지역,상업용,후면 상가지대,평지,7900000,126.985373,37.575253
311,종로구, 관훈동 84-11,214.9,일반상업지역,상업용,후면 상가지대,평지,8600000,126.985333,37.574874
312,종로구, 관훈동 84-18,138.8,일반상업지역,상업용,후면 상가지대,평지,8700000,126.984969,37.574952
313,종로구, 관훈동 99,76,일반상업지역,상업용,후면 상가지대,평지,9000000,126.984518,37.574858
314,종로구, 관훈동 118-19,69.4,일반상업지역,상업용,후면 상가지대,평지,7800000,126.984127,37.575278
315,종로구, 관훈동 118-34,112.4,일반상업지역,상업용,후면 상가지대,평지,8800000,126.98381,37.575293
316,종로구, 관훈동 119,159.6,일반상업지역,상업용,노선 상가지대,평지,20500000,126.983927,37.574997
317,종로구, 관훈동 126-2,103.5,일반상업지역,상업용,노선 상가지대,평지,18300000,126.983638,37.575445
318,종로구, 관훈동 145,124.6,일반상업지역,상업용,노선 상가지대,평지,19500000,126.983395,37.575001
319,종로구, 관훈동 164,66.1,일반상업지역,상업용,후면 상가지대,평지,9200000,126.983892,37.574249
320,종로구, 관훈동 170,228.1,일반상업지역,상업용,노선 상가지대,평지,22000000,126.984289,37.574243
321,종로구, 관훈동 182-2,396.4,일반상업지역,상업용,후면 상가지대,평지,9800000,126.984133,37.574026
322,종로구, 관훈동 192-13,254.5,일반상업지역,상업용,노선 상가지대,평지,22700000,126.98494,37.573798
323,종로구, 관훈동 192-36,108.8,일반상업지역,상업용,후면 상가지대,평지,11700000,126.984998,37.573664
324,종로구, 관훈동 196-5,169.6,일반상업지역,상업용,노선 상가지대,평지,23000000,126.985352,37.573432
325,종로구, 관훈동 197-4,336.4,일반상업지역,상업용,노선 상가지대,평지,23500000,126.985751,37.573238
326,종로구, 관훈동 197-28,2197.2,일반상업지역,업무용,후면 상가지대,평지,13500000,126.98513,37.573133
327,종로구, 관훈동 198-16,497.8,일반상업지역,업무용,후면 상가지대,평지,12600000,126.984614,37.572804
328,종로구, 관훈동 198-32,125.3,일반상업지역,상업용,후면 상가지대,평지,19000000,126.985418,37.572748
329,종로구, 견지동 27-24,105.8,일반상업지역,상업용,후면 상가지대,평지,5200000,126.982324,37.574704
330,종로구, 견지동 32-3,237.5,일반상업지역,상업용,노선 상가지대,평지,10500000,126.982629,37.574751
331,종로구, 견지동 40,248.7,일반상업지역,상업나지,주택 및 상가혼용지대,평지,5800000,126.982615,37.57413
332,종로구, 견지동 55-2,281.7,일반상업지역,상업용,노선 상가지대,평지,12800000,126.982726,37.573428
333,종로구, 견지동 74-8,155.4,일반상업지역,상업용,노선 상가지대,평지,11500000,126.983146,37.574152
334,종로구, 견지동 82,171.9,일반상업지역,상업용,노선 상가지대,평지,8800000,126.983648,37.573904
335,종로구, 견지동 85-6,586.1,일반상업지역,업무용,후면 상가지대,평지,9000000,126.984019,37.57325
336,종로구, 견지동 91,176.2,일반상업지역,상업용,후면 상가지대,평지,6200000,126.983685,37.572832
337,종로구, 견지동 99-1,275,일반상업지역,상업용,노선 상가지대,평지,13500000,126.983235,37.572657
338,종로구, 견지동 110-1,104.1,일반상업지역,업무용,노선 상가지대,평지,13500000,126.982755,37.572987
339,종로구, 견지동 110-46,290.9,일반상업지역,상업기타,노선 상가지대,평지,8000000,126.982598,37.572841
340,종로구, 견지동 111,1204.7,일반상업지역,업무용,노선 상가지대,평지,16000000,126.983398,37.572289
342,종로구, 와룡동 2-44,92.6,자연녹지지역,단독주택,기존 주택지대,완경사지,1100000,126.993307,37.587142
344,종로구, 와룡동 19-2,95.9,일반상업지역,단독주택,주택 및 상가혼용지대,평지,3300000,126.990637,37.576965
345,종로구, 와룡동 21,282.7,일반상업지역,상업용,주택 및 상가혼용지대,평지,4400000,126.990808,37.576885
346,종로구, 와룡동 30,95.9,일반상업지역,주거기타,주택 및 상가혼용지대,평지,3400000,126.990792,37.576371
347,종로구, 와룡동 33,218.6,일반상업지역,상업용,주택 및 상가혼용지대,평지,4000000,126.990916,37.576417
348,종로구, 와룡동 37,99.2,일반상업지역,단독주택,주택 및 상가혼용지대,평지,3300000,126.990851,37.576165
349,종로구, 와룡동 45,158.7,일반상업지역,단독주택,주택 및 상가혼용지대,평지,3300000,126.991088,37.575383
350,종로구, 와룡동 57,244.6,일반상업지역,상업용,주택 및 상가혼용지대,평지,3500000,126.991347,37.574655
351,종로구, 와룡동 74,424.5,일반상업지역,업무용,노선 상가지대,평지,9000000,126.991049,37.574914
352,종로구, 와룡동 93-1,129.8,일반상업지역,상업용,노선 상가지대,평지,8800000,126.990825,37.575606
353,종로구, 와룡동 104-1,162,일반상업지역,상업나지,노선 상가지대,평지,8600000,126.990659,37.576181
354,종로구, 와룡동 122,260.6,일반상업지역,상업용,노선 상가지대,평지,9300000,126.990397,37.577098
355,종로구, 와룡동 140-2,284.3,일반상업지역,상업용,노선 상가지대,평지,9100000,126.990252,37.576069
356,종로구, 와룡동 151-2,116.2,일반상업지역,상업용,노선 상가지대,평지,9000000,126.990452,37.575566
357,종로구, 와룡동 165,62.5,일반상업지역,상업용,노선 상가지대,평지,9000000,126.990712,37.57474
358,종로구, 권농동 115-3,535.6,일반상업지역,업무용,노선 상가지대,평지,5700000,126.991345,37.577313
359,종로구, 권농동 136,79.3,일반상업지역,단독주택,한옥지대,평지,2900000,126.991352,37.576782
360,종로구, 권농동 140,241.3,일반상업지역,단독주택,한옥지대,평지,3000000,126.991551,37.577162
361,종로구, 권농동 141-5,75.3,일반상업지역,상업용,주택 및 상가혼용지대,평지,3850000,126.991689,37.577028
